job_id,reason,evidence_note
5031259,granite_vllm_replica_port_collision,The Granite attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031262,granite_vllm_replica_port_collision,The Granite attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031263,granite_vllm_replica_port_collision,The Granite attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031264,granite_vllm_replica_port_collision,The Granite attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031265,granite_vllm_replica_port_collision,The Granite attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031266,granite_vllm_replica_port_collision,The Granite attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031267,granite_vllm_replica_port_collision,The Granite attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031268,granite_vllm_replica_port_collision,The Granite attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031270,granite_vllm_replica_port_collision,The Granite attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031271,granite_vllm_replica_port_collision,The Granite attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031273,granite_vllm_replica_port_collision,The Granite attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031275,granite_vllm_replica_port_collision,The Granite attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031276,granite_vllm_replica_port_collision,The Granite attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031277,granite_vllm_replica_port_collision,The Granite attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031278,granite_vllm_replica_port_collision,The Granite attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031279,granite_vllm_replica_port_collision,The Granite attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031280,granite_vllm_replica_port_collision,The Granite attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031282,factorial_vllm_replica_port_collision,The factorial attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031283,factorial_vllm_replica_port_collision,The factorial attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031284,factorial_vllm_replica_port_collision,The factorial attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031285,factorial_vllm_replica_port_collision,The factorial attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031286,factorial_vllm_replica_port_collision,The factorial attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031287,factorial_vllm_replica_port_collision,The factorial attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031288,factorial_vllm_replica_port_collision,The factorial attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031289,factorial_vllm_replica_port_collision,The factorial attempt failed before rollout generation because TP=1 rollout replicas inherited the same VLLM_PORT base; the frozen row is rerun with disjoint per-replica slices.
5031121,same_node_pair_retry_port_collision,Exclude both periods from the retried crossover because period 2 failed before model execution with a distributed server EADDRINUSE error; the frozen pair is rerun again from period 1.
5031141,same_node_pair_port_collision,Exclude both periods from this crossover because period 1 failed before model execution with a distributed server EADDRINUSE error; the frozen pair is rerun from period 1.
5031231,same_node_pair_live_launcher_replacement,Exclude both periods from this crossover because period 2 exited 127 while the shared launcher was being replaced; the frozen pair is rerun from period 1.
5031236,same_node_pair_live_launcher_replacement,Exclude both periods from this crossover because period 2 exited 127 while the shared launcher was being replaced; the frozen pair is rerun from period 1.
5031036,same_node_pair_port_collision,Exclude both periods from this crossover because period 2 failed before model execution with a distributed server EADDRINUSE error; the frozen pair is rerun from period 1.
5031292,granite_vllm_replica_port_collision,This Granite task started before the pending-array hold took effect and failed before rollout generation with the pre-fix shared VLLM_PORT signature; the frozen row is rerun unchanged.
5031293,granite_vllm_replica_port_collision,This Granite task started before the pending-array hold took effect and failed before rollout generation with the pre-fix shared VLLM_PORT signature; the frozen row is rerun unchanged.
5031294,granite_vllm_replica_port_collision,This Granite task started before the pending-array hold took effect and failed before rollout generation with the pre-fix shared VLLM_PORT signature; the frozen row is rerun unchanged.
5031295,granite_vllm_replica_port_collision,This Granite task started before the pending-array hold took effect and failed before rollout generation with the pre-fix shared VLLM_PORT signature; the frozen row is rerun unchanged.
5031296,granite_vllm_replica_port_collision,This Granite task started before the pending-array hold took effect and failed before rollout generation with the pre-fix shared VLLM_PORT signature; the frozen row is rerun unchanged.
5031297,granite_live_launcher_replacement_failure,This Granite task started before the pending-array hold took effect and exited 127 while the shared launcher was being replaced; the frozen row is rerun unchanged.
5031298,granite_vllm_replica_port_collision,This Granite task started before the pending-array hold took effect and failed before rollout generation with the pre-fix shared VLLM_PORT signature; the frozen row is rerun unchanged.
5031299,factorial_live_launcher_replacement_failure,This factorial task started before the pending-array hold took effect and exited 127 while the shared launcher was being replaced; the frozen row is rerun unchanged.
5031300,factorial_live_launcher_replacement_failure,This factorial task started before the pending-array hold took effect and exited 127 while the shared launcher was being replaced; the frozen row is rerun unchanged.
5031301,factorial_live_launcher_replacement_failure,This factorial task started before the pending-array hold took effect and exited 127 while the shared launcher was being replaced; the frozen row is rerun unchanged.
5031302,factorial_live_launcher_replacement_failure,This factorial task started before the pending-array hold took effect and exited 127 while the shared launcher was being replaced; the frozen row is rerun unchanged.
5031303,factorial_live_launcher_replacement_failure,This factorial task started before the pending-array hold took effect and exited 127 while the shared launcher was being replaced; the frozen row is rerun unchanged.
5031304,factorial_live_launcher_replacement_failure,This factorial task started before the pending-array hold took effect and exited 127 while the shared launcher was being replaced; the frozen row is rerun unchanged.
5031359,same_node_period1_startup_deadlock,Period 1 raised an invalid CUDA IPC handle during initial rollout weight synchronization and remained alive without a trial or pair manifest; exclude the complete crossover attempt and rerun frozen index 21 from period 1.
5031361,same_node_period1_startup_deadlock,Period 1 stopped making progress after rollout initialization and remained alive without a trial or pair manifest; exclude the complete crossover attempt and rerun frozen index 34 from period 1.
5031389,granite_startup_deadlock,The Granite trial raised an invalid CUDA IPC handle during initial rollout weight synchronization and remained alive without a trial record; rerun frozen index 31 unchanged.
5031376,factorial_startup_deadlock,The factorial trial stopped making progress during initial rollout startup and remained alive without a trial record; rerun frozen index 8 unchanged.
5031378,factorial_startup_deadlock,The factorial trial raised an invalid CUDA IPC handle during initial rollout weight synchronization and remained alive without a trial record; rerun frozen index 10 unchanged.
5031442,granite_startup_deadlock,The Granite trial stopped making progress during initial rollout startup and remained alive without a trial record; rerun frozen index 86 unchanged.
5031523,factorial_startup_deadlock,The factorial trial raised an invalid CUDA IPC handle during initial rollout weight synchronization and exceeded the documented 20-minute watchdog without a trial record; rerun frozen index 56 unchanged.
5031524,factorial_startup_deadlock,The factorial trial stopped making progress during initial rollout startup and exceeded the documented 20-minute watchdog without a trial record; rerun frozen index 57 unchanged.
5032017,factorial_ray_startup_segfault,The factorial task crashed in a Ray OpenTelemetry startup worker at 499 MiB before model allocation or a scientific outcome; exclude the immutable startup artifact and rerun frozen index 210 unchanged.
5032255,temporal_cuda_ipc_weight_sync_failure,The 100-step temporal task raised CUDA error invalid argument while rebuilding an IPC weight buffer at step 64 and remained alive without a trial record; rerun frozen temporal index 1 unchanged.
5032257,temporal_weight_sync_no_progress,The 100-step temporal task remained at step 78 in weight synchronization for more than 30 minutes with flat zero-utilization telemetry and no trial record; rerun frozen temporal index 3 unchanged.
5034442,temporal_legacy_checkpoint_marker_missing,The original Oracle-SPPO temporal attempt used the legacy trainer without explicit pre-training validation or checkpoint phase markers; exclude uniformly by trainer path and rerun frozen index 12 unchanged.
5035156,temporal_legacy_checkpoint_marker_missing,The original Oracle-SPPO temporal attempt used the legacy trainer without explicit pre-training validation or checkpoint phase markers; exclude uniformly by trainer path and rerun frozen index 13 unchanged.
5035176,temporal_legacy_checkpoint_marker_missing,The original Oracle-SPPO temporal attempt used the legacy trainer without explicit pre-training validation or checkpoint phase markers; exclude uniformly by trainer path and rerun frozen index 14 unchanged.
5035422,temporal_legacy_checkpoint_marker_missing,The original Oracle-SPPO temporal attempt used the legacy trainer without explicit pre-training validation or checkpoint phase markers; exclude uniformly by trainer path and rerun frozen index 15 unchanged.
5035487,temporal_legacy_checkpoint_marker_missing,The original Oracle-SPPO temporal attempt used the legacy trainer without explicit pre-training validation or checkpoint phase markers; exclude uniformly by trainer path and rerun frozen index 16 unchanged.
5035488,temporal_legacy_checkpoint_marker_missing,The original Oracle-SPPO temporal attempt used the legacy trainer without explicit pre-training validation or checkpoint phase markers; exclude uniformly by trainer path and rerun frozen index 17 unchanged.
5035550,temporal_legacy_checkpoint_marker_missing,The original Oracle-SPPO temporal attempt used the legacy trainer without explicit pre-training validation or checkpoint phase markers; exclude uniformly by trainer path and rerun frozen index 18 unchanged.
5035746,temporal_legacy_checkpoint_marker_missing,The original Oracle-SPPO temporal attempt used the legacy trainer without explicit pre-training validation or checkpoint phase markers; exclude uniformly by trainer path and rerun frozen index 19 unchanged.
5035748,temporal_legacy_checkpoint_marker_missing,The original Oracle-SPPO temporal attempt used the legacy trainer without explicit pre-training validation or checkpoint phase markers; exclude uniformly by trainer path and rerun frozen index 20 unchanged.
5035866,temporal_legacy_checkpoint_marker_missing,The original Oracle-SPPO temporal attempt used the legacy trainer without explicit pre-training validation or checkpoint phase markers; exclude uniformly by trainer path and rerun frozen index 21 unchanged.
5035969,temporal_legacy_checkpoint_marker_missing,The original Oracle-SPPO temporal attempt used the legacy trainer without explicit pre-training validation or checkpoint phase markers; exclude uniformly by trainer path and rerun frozen index 22 unchanged.
5031040,temporal_legacy_checkpoint_marker_missing,The original Oracle-SPPO temporal attempt used the legacy trainer without explicit pre-training validation or checkpoint phase markers; exclude uniformly by trainer path and rerun frozen index 23 unchanged.
5036039,temporal_retry_checkpoint_resume_contamination,The first marker-correction retry loaded the original attempt's global_step_100 checkpoint because the shared experiment directory retained resume metadata; exclude the retry and relaunch frozen index 12 in a job-isolated directory.
5036040,temporal_retry_checkpoint_resume_contamination,The first marker-correction retry loaded the original attempt's global_step_100 checkpoint because the shared experiment directory retained resume metadata; exclude the retry and relaunch frozen index 13 in a job-isolated directory.
5036041,temporal_retry_checkpoint_resume_contamination,The first marker-correction retry loaded the original attempt's global_step_100 checkpoint because the shared experiment directory retained resume metadata; exclude the retry and relaunch frozen index 14 in a job-isolated directory.
5036042,temporal_retry_checkpoint_resume_contamination,The first marker-correction retry entered the shared experiment directory before the resume-contamination defect was detected; exclude uniformly by retry wave and relaunch frozen index 15 in a job-isolated directory.
5036044,temporal_retry_checkpoint_resume_contamination,The first marker-correction retry entered the shared experiment directory before the resume-contamination defect was detected; exclude uniformly by retry wave and relaunch frozen index 16 in a job-isolated directory.
5036045,temporal_retry_checkpoint_resume_contamination,The first marker-correction retry entered the shared experiment directory before the resume-contamination defect was detected; exclude uniformly by retry wave and relaunch frozen index 17 in a job-isolated directory.
5036046,temporal_retry_checkpoint_resume_contamination,The first marker-correction retry entered the shared experiment directory before the resume-contamination defect was detected; exclude uniformly by retry wave and relaunch frozen index 18 in a job-isolated directory.
5036047,oracle_sppo_manuscript_scope_withdrawal,The author directed the manuscript to use standard broadly implemented RL methods only; this partial fresh Oracle-SPPO retry was canceled before completion and is excluded without inspecting a scientific endpoint.
5036067,oracle_sppo_manuscript_scope_withdrawal,The author directed the manuscript to use standard broadly implemented RL methods only; this partial fresh Oracle-SPPO retry was canceled before completion and is excluded without inspecting a scientific endpoint.
5036068,oracle_sppo_manuscript_scope_withdrawal,The author directed the manuscript to use standard broadly implemented RL methods only; this partial fresh Oracle-SPPO retry was canceled before completion and is excluded without inspecting a scientific endpoint.
5036069,oracle_sppo_manuscript_scope_withdrawal,The author directed the manuscript to use standard broadly implemented RL methods only; this partial fresh Oracle-SPPO retry was canceled before completion and is excluded without inspecting a scientific endpoint.
5045251,revision_snapshot_missing_submodule,Revision preflight stopped before training because its detached source checkout lacked the pinned TransferQueue submodule; retry the identical frozen pair after initializing the local pinned revision.
5045252,revision_snapshot_missing_submodule,Revision preflight stopped before training because its detached source checkout lacked the pinned TransferQueue submodule; retry the identical frozen pair after initializing the local pinned revision.
5045253,revision_snapshot_missing_submodule,Revision preflight stopped before training because its detached source checkout lacked the pinned TransferQueue submodule; retry the identical frozen row after initializing the local pinned revision.
5045254,revision_snapshot_missing_hydra_data_config,Hydra configuration composition failed before training because the existing legacy_data.yaml was excluded by the broad data gitignore rule; retain the attempt and retry the frozen pair after tracking the byte-identical configuration.
5045255,revision_snapshot_missing_hydra_data_config,Hydra configuration composition failed before training because the existing legacy_data.yaml was excluded by the broad data gitignore rule; retain the attempt and retry the frozen pair after tracking the byte-identical configuration.
5045256,revision_snapshot_missing_hydra_data_config,Hydra configuration composition failed before training because the existing legacy_data.yaml was excluded by the broad data gitignore rule; retain the attempt and retry the frozen row after tracking the byte-identical configuration.
5045268,revision_four_gpu_port_span,The four-GPU preflight reached rollout replica initialization but the inherited two-replica port span rejected replica 2 before a training outcome; extend only the infrastructure reservation to eight ports per allocated GPU and retry the identical frozen row.
5045267,revision_native_phi_checkpoint_metadata,The Phi source process reached its first update but checkpoint metadata export treated built-in Transformers Phi3 as remote code and failed on a package-relative import; preserve the incomplete attempt and retry the frozen pair after repairing metadata serialization.
5045285,revision_startup_stall_timeout,The first external-only period stalled after rollout initialization without a terminal step or trial JSON; the frozen 20-minute watchdog returned 124. Retain the allocation manifest and partial traces and retry matrix pair index 2 unchanged in a fresh allocation.
5045287,revision_startup_stall_timeout,The first external-only period stalled after rollout initialization without a terminal step or trial JSON; the frozen 20-minute watchdog returned 124. Retain the allocation manifest and partial traces and retry matrix pair index 4 unchanged in a fresh allocation.
